currency,name,fullName,precision,confirms,contractAddress,isMarginEnabled,isDebitEnabled,chains
ZEE,ZEE,ZeroSwapToken,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '500', 'withdrawalMinFee': '400', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x2edf094db69d6dcd487f1b3db9febe2eec0dd4c5', 'chainId': 'eth'}]"
MASK,MASK,Mask Network,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '2.2', 'withdrawalMinFee': '1.6', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x69af81e73a73b40adf4f3d4223cd9b1ece623074', 'chainId': 'eth'}]"
IDEA,IDEA,Ideaology,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '5400', 'withdrawalMinFee': '4500', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x5d3a4f62124498092ce665f865e0b38ff6f5fbea', 'chainId': 'eth'}]"
PHA,PHA,Phala,8,,,False,True,"[{'chainName': 'PHA', 'withdrawalMinSize': '80', 'withdrawalMinFee': '10', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 30, 'preConfirms': 30, 'contractAddress': '', 'chainId': 'pha'}, {'chainName': 'ERC20', 'withdrawalMinSize': '112', 'withdrawalMinFee': '56', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x6c5ba91642f10282b576d91922ae6448c9d52f4e', 'chainId': 'eth'}]"
SRK,SRK,SparkPoint,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '30000', 'withdrawalMinFee': '25000', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x0488401c3f535193fa8df029d9ffe615a06e74e6', 'chainId': 'eth'}]"
SWINGBY,SWINGBY,Swingby,8,,,False,False,"[{'chainName': 'BEP2', 'withdrawalMinSize': '500', 'withdrawalMinFee': '200', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 2, 'preConfirms': 2, 'contractAddress': 'SWINGBY-888', 'chainId': 'bnb'}, {'chainName': 'ERC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '1500', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x8287c7b963b405b7b8d467db9d79eec40625b13a', 'chainId': 'eth'}]"
AVAX,AVAX,Avalanche,8,,,True,True,"[{'chainName': 'AVAX', 'withdrawalMinSize': '0.1', 'withdrawalMinFee': '0.038', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 5, 'preConfirms': 5, 'contractAddress': '', 'chainId': 'avax'}, {'chainName': 'AVAX C-Chain', 'withdrawalMinSize': '0.042', 'withdrawalMinFee': '0.038', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '', 'chainId': 'avaxc'}]"
DON,DON,donnie_finance,8,,,False,False,"[{'chainName': 'IOST', 'withdrawalMinSize': '0.250000', 'withdrawalMinFee': '0.250000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 90, 'preConfirms': 90, 'contractAddress': '', 'chainId': 'iost'}]"
KRL,KRL,Kryll,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '40', 'withdrawalMinFee': '24', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0', 'chainId': 'eth'}]"
POLK,POLK,Polkamarkets,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '300', 'withdrawalMinFee': '150', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xd478161c952357f05f0292b56012cd8457f1cfbf', 'chainId': 'eth'}]"
RNDR,RNDR,Render Token,8,,,True,True,"[{'chainName': 'MATIC', 'withdrawalMinSize': '1', 'withdrawalMinFee': '0.4', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 800, 'preConfirms': 400, 'contractAddress': '0x61299774020da444af134c82fa83e3810b309991', 'chainId': 'matic'}, {'chainName': 'ERC20', 'withdrawalMinSize': '2.5', 'withdrawalMinFee': '2', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24', 'chainId': 'eth'}]"
RLY,RLY,Rally,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '300', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b', 'chainId': 'eth'}]"
ANC,ANC,Anchor Protocol,8,,,False,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1', 'withdrawalMinFee': '40', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x0f3adc247e91c3c50bc08721355a41037e89bc20', 'chainId': 'eth'}, {'chainName': 'LUNC', 'withdrawalMinSize': '20', 'withdrawalMinFee': '10', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 15, 'preConfirms': 15, 'contractAddress': 'terra14z56l0fp2lsf86zy3hty2z47ezkhnthtr9yq76', 'chainId': 'lunc'}]"
SKEY,SKEY,SmartKey,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '200', 'withdrawalMinFee': '160', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x06a01a4d579479dd5d884ebf61a31727a3d8d442', 'chainId': 'eth'}]"
LAYER,LAYER,Unilayer,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '150', 'withdrawalMinFee': '120', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x0ff6ffcfda92c53f615a4a75d982f399c989366b', 'chainId': 'eth'}]"
TARA,TARA,Taraxa Coin,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '6000', 'withdrawalMinFee': '3000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xf001937650bb4f62b57521824b2c20f5b91bea05', 'chainId': 'eth'}, {'chainName': 'TARA', 'withdrawalMinSize': '1100', 'withdrawalMinFee': '550', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 1, 'preConfirms': 1, 'contractAddress': '', 'chainId': 'tara'}]"
XYM,XYM,Symbol,8,,,False,False,"[{'chainName': 'XYM', 'withdrawalMinSize': '40', 'withdrawalMinFee': '20', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 1, 'preConfirms': 1, 'contractAddress': '', 'chainId': 'xym'}]"
DYP,DYP,Dypius,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '72', 'withdrawalMinFee': '36', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x961c8c0b1aad0c0b10a51fef6a867e3091bcef17', 'chainId': 'eth'}]"
PCX,PCX,Chainx,8,,,False,False,"[{'chainName': 'PCX', 'withdrawalMinSize': '0.2', 'withdrawalMinFee': '0.1', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 30, 'preConfirms': 30, 'contractAddress': '', 'chainId': 'pcx'}]"
BTMX,BTMX,BitMax token,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '30.000000', 'withdrawalMinFee': '15.000000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
ORBS,ORBS,Orbs,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '120', 'withdrawalMinFee': '100', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa', 'chainId': 'eth'}]"
DSLA,DSLA,DSLA Protocol,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '5000', 'withdrawalMinFee': '4200', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe', 'chainId': 'eth'}]"
FLUX,FLUX,flux,8,,,True,True,"[{'chainName': 'FLUX', 'withdrawalMinSize': '5.000000', 'withdrawalMinFee': '1.000000', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 40, 'preConfirms': 40, 'contractAddress': '', 'chainId': 'flux'}]"
SAND,SAND,The Sandbox,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '20', 'withdrawalMinFee': '15', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x3845badade8e6dff049820680d1f14bd3903a5d0', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '4', 'withdrawalMinFee': '1.2', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '0xb12c13e66ade1f72f71834f2fc5082db8c091358', 'chainId': 'kcc'}]"
SPI,SPI,Shopping.io,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '100', 'withdrawalMinFee': '100', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
GSPI,GSPI,SPI Governance,8,,,False,False,"[{'chainName': 'BEP20', 'withdrawalMinSize': '0.2', 'withdrawalMinFee': '0.2', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '', 'chainId': 'bsc'}]"
XCUR,XCUR,Curate,8,,,False,False,"[{'chainName': 'BEP20', 'withdrawalMinSize': '30', 'withdrawalMinFee': '24.3', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '0xd52669712f253cd6b2fe8a8638f66ed726cb770c', 'chainId': 'bsc'}, {'chainName': 'ERC20', 'withdrawalMinSize': '500', 'withdrawalMinFee': '250', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xe1c7e30c42c24582888c758984f6e382096786bd', 'chainId': 'eth'}]"
VAI,VAI,VAIOT,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '100', 'withdrawalMinFee': '70', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xd13cfd3133239a3c73a9e535a5c4dadee36b395c', 'chainId': 'eth'}]"
DODO,DODO,DODO,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '100', 'withdrawalMinFee': '55', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '10', 'withdrawalMinFee': '5.5', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '0x8724f9fb7b3f1bb6f2c90b3ad3fd6b3c20a06429', 'chainId': 'kcc'}]"
PUNDIX,PUNDIX,Pundi X ,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '12', 'withdrawalMinFee': '10', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38', 'chainId': 'eth'}]"
BOSON,BOSON,Boson Protocol,8,,,False,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '30', 'withdrawalMinFee': '25', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xc477d038d5420c6a9e0b031712f61c5120090de9', 'chainId': 'eth'}]"
HT,HT,Huobi Token,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '4', 'withdrawalMinFee': '2.1', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x6f259637dcd74c767781e37bc6133cd6a68aa161', 'chainId': 'eth'}, {'chainName': 'HRC20', 'withdrawalMinSize': '0.5', 'withdrawalMinFee': '0.2', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '', 'chainId': 'heco'}, {'chainName': 'TRC20', 'withdrawalMinSize': '0.5', 'withdrawalMinFee': '0.25', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 3, 'preConfirms': 3, 'contractAddress': 'TDyvndWuvX5xTBwHPYJi7J3Yq8pq8yh62h', 'chainId': 'trx'}]"
PDEX,PDEX,Polkadex,8,,,False,False,"[{'chainName': 'POLKADEX', 'withdrawalMinSize': '2', 'withdrawalMinFee': '0.53', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 30, 'preConfirms': 30, 'contractAddress': '', 'chainId': 'pdex'}, {'chainName': 'ERC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '5', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xf59ae934f6fe444afc309586cc60a84a0f89aaea', 'chainId': 'eth'}]"
LABS,LABS,LABS Group,8,,,False,False,"[{'chainName': 'BEP20', 'withdrawalMinSize': '3000', 'withdrawalMinFee': '770', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '0x510ca7d22a84599e7d0f15f09e674056a6255389', 'chainId': 'bsc'}]"
STRK,STRK,Strike,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1', 'withdrawalMinFee': '0.52', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x74232704659ef37c08995e386a2e26cc27a8d7b1', 'chainId': 'eth'}]"
PHNX,PHNX,PhoenixDAO,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1500', 'withdrawalMinFee': '1300', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x38a2fdc11f526ddd5a607c1f251c065f40fbf2f7', 'chainId': 'eth'}]"
HAI,HAI,Hacken Token,8,,,False,False,"[{'chainName': 'VET', 'withdrawalMinSize': '22', 'withdrawalMinFee': '19.255', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 60, 'preConfirms': 30, 'contractAddress': '0xacc280010b2ee0efc770bce34774376656d8ce14', 'chainId': 'vet'}]"
EQZ,EQZ,Equalizer,8,,,False,False,"[{'chainName': 'BEP20', 'withdrawalMinSize': '11', 'withdrawalMinFee': '10', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '0x1da87b114f35e1dc91f72bf57fc07a768ad40bb0', 'chainId': 'bsc'}, {'chainName': 'ERC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '200', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x1da87b114f35e1dc91f72bf57fc07a768ad40bb0', 'chainId': 'eth'}]"
FORTH,FORTH,Ampleforth Governance Token,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '2', 'withdrawalMinFee': '1.5', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x77fba179c79de5b7653f68b5039af940ada60ce0', 'chainId': 'eth'}]"
CARR,CARR,Carnomaly,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '3000', 'withdrawalMinFee': '3000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
HORD,HORD,HORD Token,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '121', 'withdrawalMinFee': '120', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x43a96962254855f16b925556f9e97be436a43448', 'chainId': 'eth'}]"
CGG,CGG,Chain Guardians,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '300', 'withdrawalMinFee': '260', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x1fe24f25b1cf609b9c4e7e12d802e3640dfa5e43', 'chainId': 'eth'}]"
GHX,GHX,GamerCoin,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '800', 'withdrawalMinFee': '650', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x728f30fa2f100742c7949d1961804fa8e0b1387d', 'chainId': 'eth'}]"
TCP,TCP,The Crypto Prophecies,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '4001', 'withdrawalMinFee': '4000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x06576eb3b212d605b797dc15523d9dc9f4f66db4', 'chainId': 'eth'}]"
TOWER,TOWER,TOWER,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '6000', 'withdrawalMinFee': '4000', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x1c9922314ed1415c95b9fd453c3818fd41867d0b', 'chainId': 'eth'}]"
ACE,ACE,ACENT,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '2400', 'withdrawalMinFee': '1200', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xec5483804e637d45cde22fa0869656b64b5ab1ab', 'chainId': 'eth'}]"
STND,STND,Standard,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '540', 'withdrawalMinFee': '450', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x9040e237c3bf18347bb00957dc22167d0f2b999d', 'chainId': 'eth'}]"
LOCG,LOCG,LOCGame,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1200', 'withdrawalMinFee': '600', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x60eb57d085c59932d5faa6c6026268a4386927d0', 'chainId': 'eth'}]"
FLY,FLY,Franklin,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '14000', 'withdrawalMinFee': '7000', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x85f6eb2bd5a062f5f8560be93fb7147e16c81472', 'chainId': 'eth'}]"
CARD,CARD,Cardstack,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '10', 'withdrawalMinFee': '3000', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x954b890704693af242613edef1b603825afcd708', 'chainId': 'eth'}]"
XDC,XDC,XDC Mainnet,8,,,False,True,"[{'chainName': 'XDC', 'withdrawalMinSize': '9.92', 'withdrawalMinFee': '9.012', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '', 'chainId': 'xdc'}]"
CWS,CWS,Crowns,8,,,False,False,"[{'chainName': 'BEP20', 'withdrawalMinSize': '5', 'withdrawalMinFee': '2.3', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '0x99aa29ac023057951781dc5d1784e9a4c362ce23', 'chainId': 'bsc'}]"
ADA3S,ADA3S,ADA 3x Short,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '0.000000', 'withdrawalMinFee': '0.010000', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
FCL,FCL,Fractal,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '61', 'withdrawalMinFee': '60', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xf4d861575ecc9493420a3f5a14f85b13f0b50eb3', 'chainId': 'eth'}]"
SHIB,SHIB,SHIBA INU,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '800000', 'withdrawalMinFee': '600000', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '67500', 'withdrawalMinFee': '61500', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '0x73b6086955c820370a18002f60e9b51fb67d7e1a', 'chainId': 'kcc'}]"
POLX,POLX,Polylastic,8,,,False,False,"[{'chainName': 'MATIC', 'withdrawalMinSize': '20000', 'withdrawalMinFee': '18000', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 800, 'preConfirms': 400, 'contractAddress': '0x187ae45f2d361cbce37c6a8622119c91148f261b', 'chainId': 'matic'}]"
KDA,KDA,Kadena,8,,,True,True,"[{'chainName': 'KDA0', 'withdrawalMinSize': '0.959', 'withdrawalMinFee': '0.872', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 12, 'preConfirms': 12, 'contractAddress': 'coin', 'chainId': 'kda'}]"
GOVI,GOVI,GOVI,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1', 'withdrawalMinFee': '10', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107', 'chainId': 'eth'}]"
ICP,ICP,Internet Computer,8,,,True,True,"[{'chainName': 'ICP', 'withdrawalMinSize': '0.128', 'withdrawalMinFee': '0.116', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 1, 'preConfirms': 1, 'contractAddress': '', 'chainId': 'icp'}]"
CELO,CELO,Celo,8,,,True,True,"[{'chainName': 'CELO', 'withdrawalMinSize': '1.123', 'withdrawalMinFee': '1.021', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 10, 'preConfirms': 10, 'contractAddress': '', 'chainId': 'celo'}]"
CUSD,cUSD,Celo Dollar,8,,,False,False,"[{'chainName': 'CELO', 'withdrawalMinSize': '0.2', 'withdrawalMinFee': '0.1', 'isWithdrawEnabled': True, 'isDepositEnabled': False, 'confirms': 10, 'preConfirms': 10, 'contractAddress': '0x765de816845861e75a25fca122bb6898b8b1282a', 'chainId': 'celo'}]"
STC,STC,Student Coin,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '2300', 'withdrawalMinFee': '1800', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x15b543e986b8c34074dfc9901136d9355a537e7e', 'chainId': 'eth'}]"
MATIC,MATIC,Polygon,8,,,True,True,"[{'chainName': 'MATIC', 'withdrawalMinSize': '2', 'withdrawalMinFee': '1', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 800, 'preConfirms': 400, 'contractAddress': '', 'chainId': 'matic'}, {'chainName': 'ERC20', 'withdrawalMinSize': '11', 'withdrawalMinFee': '8', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0', 'chainId': 'eth'}, {'chainName': 'KCC', 'withdrawalMinSize': '2', 'withdrawalMinFee': '1', 'isWithdrawEnabled': False, 'isDepositEnabled': True, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '0x1b8e27aba297466fc6765ce55bd12a8e216759da', 'chainId': 'kcc'}]"
OGN,OGN,Origin Protocol,8,,,True,True,"[{'chainName': 'ERC20', 'withdrawalMinSize': '38', 'withdrawalMinFee': '32', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x8207c1ffc5b6804f6024322ccf34f29c3541ae26', 'chainId': 'eth'}]"
OUSD,OUSD,Origin Dollar,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '6', 'withdrawalMinFee': '5', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x2a8e1e676ec238d8a992307b495b45b3feaa5e86', 'chainId': 'eth'}]"
GLQ,GLQ,GraphLinq,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '1500', 'withdrawalMinFee': '800', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x9f9c8ec3534c3ce16f928381372bfbfbfb9f4d24', 'chainId': 'eth'}, {'chainName': 'GLQ', 'withdrawalMinSize': '120', 'withdrawalMinFee': '110', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 20, 'preConfirms': 20, 'contractAddress': '', 'chainId': 'glq'}]"
TLOS,TLOS,Telos,8,,,False,True,"[{'chainName': 'TELOS(EVM)', 'withdrawalMinSize': '4.7', 'withdrawalMinFee': '4.3', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 30, 'preConfirms': 30, 'contractAddress': '', 'chainId': 'tlosevm'}, {'chainName': 'BEP20', 'withdrawalMinSize': '50', 'withdrawalMinFee': '5', 'isWithdrawEnabled': False, 'isDepositEnabled': True, 'confirms': 32, 'preConfirms': 32, 'contractAddress': '0xb6c53431608e626ac81a9776ac3e999c5556717c', 'chainId': 'bsc'}, {'chainName': 'ERC20', 'withdrawalMinSize': '60', 'withdrawalMinFee': '45', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '0x7825e833d495f3d1c28872415a4aee339d26ac88', 'chainId': 'eth'}, {'chainName': 'TELOS', 'withdrawalMinSize': '10', 'withdrawalMinFee': '5', 'isWithdrawEnabled': True, 'isDepositEnabled': True, 'confirms': 1, 'preConfirms': 1, 'contractAddress': 'eosio.token', 'chainId': 'tlos'}]"
NIF,NIF,Unifty,8,,,False,False,"[{'chainName': 'ERC20', 'withdrawalMinSize': '4', 'withdrawalMinFee': '4', 'isWithdrawEnabled': False, 'isDepositEnabled': False, 'confirms': 64, 'preConfirms': 12, 'contractAddress': '', 'chainId': 'eth'}]"
